Keyword,3 keywords,Common flags,changing flags
rcra,"rcra, last, containing","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, water_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
rcra,"rcra, regulated, liquid","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'hybrid_flag': 0.0, 'urgent_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, intercompany_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, contains, healthcare","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'no_reactivity_flag': 1.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'flash_point_flag': 2.0, 'boiling_point_flag': 0.0, 'vendor_id': 257, 'CustomerId': 15832.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, benzene_waste_flag, status_code_id, process_code_id, urgent_flag, mgp_flag, isRecertified"
Water,"water, waste, oil","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag', 'no_reactivity_flag', 'sludges_flag', 'flash_point_flag', 'boiling_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, waste, paint","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0}","halogens_flag', 'no_reactivity_flag', 'solid_flag', 'flash_point_flag', 'boiling_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'rush_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, waste, high","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0}","halogens_flag', 'no_reactivity_flag', 'flash_point_flag', 'boiling_point_flag', 'benzene_waste_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'rush_flag', 'intercompany_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, waste, sludge","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 1.0}","halogens_flag', 'no_reactivity_flag', 'cyanides_reactivity_flag', 'sludges_flag', 'flash_point_flag', 'boiling_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'rush_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, waste, wastewater","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0}","pcbs_flag', 'halogens_flag', 'no_reactivity_flag', 'cyanides_reactivity_flag', 'solid_flag', 'sludges_flag', 'flash_point_flag', 'boiling_point_flag', 'benzene_waste_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'specialpricing_flag', 'rush_flag', 'urgent_flag', 'mgp_flag', 'naics_flag', 'isRecertified'"
Water,"water, waste, treatment","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 1.0}","pcbs_flag', 'halogens_flag', 'no_reactivity_flag', 'cyanides_reactivity_flag', 'solid_flag', 'sludges_flag', 'flash_point_flag', 'boiling_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'rush_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, oil, sludge","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 1.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 1.0, 'directship_flag': 0.0, 'boiling_point_flag': 0.0}","halogens_flag', 'no_reactivity_flag', 'solid_flag', 'sludges_flag', 'flash_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, oil, wash","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 1.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 1.0, 'directship_flag': 0.0, 'boiling_point_flag': 0.0, 'status_code_id': 5, 'isRecertified': 0}","halogens_flag', 'no_reactivity_flag', 'solid_flag', 'sludges_flag', 'flash_point_flag', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'urgent_flag', 'mgp_flag'"
Water,"water, oil, mixture","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0, 'boiling_point_flag': 0.0, 'status_code_id': 14, 'isRecertified': 1}","pcbs_flag', 'halogens_flag', 'no_reactivity_flag', 'solid_flag', 'flash_point_flag', 'boiling_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'specialpricing_flag', 'rush_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, oil, coolant","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 1.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0, 'boiling_point_flag': 0.0, 'status_code_id': 14, 'isRecertified': 0}","halogens_flag', 'no_reactivity_flag', 'flash_point_flag', 'boiling_point_flag', 'benzene_waste_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'specialpricing_flag', 'rush_flag', 'intercompany_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, paint, based","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0, 'boiling_point_flag': 0.0, 'status_code_id': 13, 'isRecertified': 0}","halogens_flag', 'no_reactivity_flag', 'lab_pack_flag', 'solid_flag', 'flash_point_flag', 'boiling_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'rush_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, paint, wash","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0, 'boiling_point_flag': 0.0, 'status_code_id': 8, 'isRecertified': 0}","halogens_flag', 'no_reactivity_flag', 'solid_flag', 'flash_point_flag', 'boiling_point_flag', 'benzene_waste_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'rush_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, high, solvents","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0, 'boiling_point_flag': 0.0, 'status_code_id': 5, 'isRecertified': 0}","sulfides_flag', 'halogens_flag', 'no_reactivity_flag', 'solid_flag', 'flash_point_flag', 'benzene_waste_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'rush_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, sludge, wastewater","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 1.0, 'boiling_point_flag': 0.0, 'status_code_id': 5, 'isRecertified': 0}","halogens_flag', 'no_reactivity_flag', 'cyanides_reactivity_flag', 'sludges_flag', 'flash_point_flag', 'boiling_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, sludge, treatment","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 1.0, 'boiling_point_flag': 0.0, 'status_code_id': 5, 'isRecertified': 0}","halogens_flag', 'no_reactivity_flag', 'cyanides_reactivity_flag', 'sludges_flag', 'flash_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'rush_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, wastewater, treatment","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 1.0, 'boiling_point_flag': 0.0, 'status_code_id': 5, 'isRecertified': 0}","pcbs_flag', 'halogens_flag', 'no_reactivity_flag', 'cyanides_reactivity_flag', 'solid_flag', 'sludges_flag', 'flash_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'directship_flag', 'urgent_flag', 'mgp_flag', 'isRecertified'"
Water,"water, diesel, gasoline","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'sludges_flag': 0.0, 'directship_flag': 0.0, 'boiling_point_flag': 0.0, 'status_code_id': 3, 'isRecertified': 0}","halogens_flag', 'no_reactivity_flag', 'flash_point_flag', 'status_code_id', 'vendor_id', 'process_code_id', 'CustomerId', 'urgent_flag', 'mgp_flag', 'national_flag', 'isRecertified'"
Acid,"acid, lead, waste","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, directship_flag, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Acid,"acid, lead, batteries","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'sulfides_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, cyanides_reactivity_flag, water_reactivity_flag, solid_flag, sludges_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, directship_flag, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Acid,"acid, lead, battery","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Acid,"acid, lead, spill","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Acid,"acid, waste, sulfuric","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'status_code_id': 5, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, vendor_id, process_code_id, CustomerId, specialpricing_flag, rush_flag, urgent_flag"
